brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
4265,for_sale,380000,3,2,0.26,865135,Dallas,Texas,75228,1776,1/14/2020
52410,for_sale,384900,3,4,0.07,973375,Dallas,Texas,75215,2350,
7614,for_sale,50000,,,0.06,1127909,Dallas,Texas,75215,,
26227,for_sale,200000,3,2,0.22,1014531,Dallas,Texas,75228,1288,
71247,for_sale,352000,4,3,0.25,1108324,Dallas,Texas,75233,1904,11/18/2019
10602,for_sale,179999,3,1,0.14,721651,Dallas,Texas,75215,960,1/20/1999
86465,for_sale,270000,3,2,0.09,1819462,Dallas,Texas,75227,1338,7/31/2019
64015,for_sale,620000,3,4,0.03,507635,Dallas,Texas,75215,2003,
2640,for_sale,327000,4,3,0.33,1614294,Dallas,Texas,75227,2154,4/23/2021
64015,for_sale,1300000,4,4,0.18,1754708,Dallas,Texas,75218,3418,5/28/2014
23665,for_sale,500000,4,3,0.26,809330,Dallas,Texas,75228,2223,9/8/2016
23657,for_sale,275000,3,2,0.17,853773,Dallas,Texas,75228,1093,
1764,for_sale,579999,4,3,0.19,787271,Dallas,Texas,75228,3072,7/18/2017
43460,for_sale,325000,4,3,0.17,1577555,Dallas,Texas,75223,1561,11/5/2013
48786,for_sale,235000,4,2,0.2,1267297,Dallas,Texas,75211,1180,12/19/2002
20852,for_sale,498000,3,3,0.17,1495139,Dallas,Texas,75223,2150,8/12/2020
23657,for_sale,460000,4,3,0.17,1534472,Dallas,Texas,75227,2738,4/7/2020
23665,for_sale,625000,3,3,0.17,713038,Dallas,Texas,75208,2316,6/6/2013
22611,for_sale,325000,3,2,0.15,1683130,Dallas,Texas,75208,1232,
21200,for_sale,325000,3,3,0.19,1292749,Dallas,Texas,75227,1839,10/2/1987
23664,for_sale,389900,2,3,0.08,1367560,Dallas,Texas,75203,1512,4/4/2007
2209,for_sale,90000,2,3,0.04,1807328,Dallas,Texas,75227,1110,8/25/2017
77673,for_sale,394560,4,3,0.18,632816,Dallas,Texas,75228,1822,3/12/2015
31710,for_sale,319900,3,1,0.25,784280,Dallas,Texas,75228,1220,8/15/2016
53157,for_sale,425000,4,3,0.21,1359063,Dallas,Texas,75227,2540,9/3/2019
34740,for_sale,300000,4,2,0.17,155717,Dallas,Texas,75217,1489,10/16/2020
95395,for_sale,5950000,,,70.32,621118,Dallas,Texas,75253,,
58737,for_sale,299900,1,2,0.23,395020,Dallas,Texas,75201,1482,8/7/2008
26568,for_sale,619000,3,4,3.52,701564,Dallas,Texas,75201,2635,3/20/2007
22036,for_sale,225000,1,2,0.23,395025,Dallas,Texas,75201,1324,7/9/2019
1764,for_sale,899000,2,2,0.67,594569,Dallas,Texas,75201,2362,6/14/2012
53635,for_sale,425000,1,1,0.96,709664,Dallas,Texas,75201,1503,11/7/2012
10601,for_sale,1375000,2,2,0.98,615517,Dallas,Texas,75201,2349,7/7/2005
1764,for_sale,475000,1,2,1.31,895309,Dallas,Texas,75201,881,6/10/2016
48925,for_sale,480000,1,2,1.31,895301,Dallas,Texas,75201,881,9/5/2012
1764,for_sale,975000,2,3,1.31,895305,Dallas,Texas,75201,1726,4/1/2014
31131,for_sale,2400000,2,2,,735820,Dallas,Texas,75201,2408,12/13/2017
26872,for_sale,9150000,3,4,1.55,573323,Dallas,Texas,75201,4678,
13676,for_sale,5355000,4,5,,507612,Dallas,Texas,75201,4702,
10601,for_sale,1385000,3,4,1.31,895306,Dallas,Texas,75201,2382,3/26/2014
23665,for_sale,1420000,2,2,,495277,Dallas,Texas,75201,1889,8/13/2018
13676,for_sale,4925000,4,5,,507609,Dallas,Texas,75201,4597,
13676,for_sale,4225000,3,4,,507608,Dallas,Texas,75201,3838,
13676,for_sale,3885000,3,4,,507610,Dallas,Texas,75201,2918,
1764,for_sale,1449000,2,2,,495275,Dallas,Texas,75201,1889,1/22/2015
26870,for_sale,1575000,2,2,1.54,735825,Dallas,Texas,75201,1923,
23665,for_sale,3295000,3,3,,573320,Dallas,Texas,75201,3067,
13676,for_sale,1895000,1,2,,573322,Dallas,Texas,75201,1867,7/7/2014
86907,for_sale,4290000,2,3,0.01,806478,Dallas,Texas,75201,3089,2/21/2008
23665,for_sale,3250000,3,4,1.87,970395,Dallas,Texas,75201,3415,
23665,for_sale,2675000,3,4,1.87,970392,Dallas,Texas,75201,3415,
1764,for_sale,3500000,2,3,0.61,576434,Dallas,Texas,75201,4839,
73087,for_sale,265000,1,1,0.98,146206,Dallas,Texas,75202,991,11/16/2005
79941,for_sale,195000,1,1,1.03,203084,Dallas,Texas,75202,660,10/3/2014
31891,for_sale,264000,1,1,0.98,146199,Dallas,Texas,75202,991,5/15/2018
107598,for_sale,370000,2,2,1.03,203069,Dallas,Texas,75202,1219,8/31/2010
27968,for_sale,295000,1,1,0.98,146193,Dallas,Texas,75202,1156,
53079,for_sale,1150000,3,3,,1334091,Dallas,Texas,75202,2522,3/30/2021
82288,for_sale,285000,1,1,0.98,146205,Dallas,Texas,75202,1156,
53635,for_sale,465000,2,2,1.03,203093,Dallas,Texas,75202,1493,8/14/2007
1764,for_sale,285000,1,1,0.98,146195,Dallas,Texas,75202,1065,7/7/2020
81247,for_sale,250000,1,2,0.64,1204476,Dallas,Texas,75205,959,
13676,for_sale,525000,2,3,0.21,1215877,Dallas,Texas,75205,1704,6/22/2011
33968,for_sale,388000,2,3,87,1204652,Dallas,Texas,75205,1328,7/19/1995
13676,for_sale,184000,2,2,,1431485,Dallas,Texas,75206,969,9/27/2000
31134,for_sale,210000,2,2,3.04,1323142,Dallas,Texas,75206,1055,6/22/2007
41897,for_sale,199999,2,2,3.19,1441424,Dallas,Texas,75206,998,8/24/2018
13362,for_sale,515000,2,3,0.83,660665,Dallas,Texas,75206,1807,4/8/2021
13676,for_sale,1975000,2,2,,714096,Dallas,Texas,75207,5617,
31130,for_sale,1000000,4,4,0.39,1560647,Dallas,Texas,75254,3235,6/22/2016
49451,for_sale,500000,3,2,0.23,1537480,Dallas,Texas,75248,1808,5/28/2009
71021,for_sale,480000,3,2,0.24,1741875,Dallas,Texas,75243,1900,6/2/2015
27968,for_sale,2200000,4,5,0.97,1362447,Dallas,Texas,75229,4930,11/19/2002
13362,for_sale,550000,3,3,0.05,1062551,Dallas,Texas,75209,1724,7/2/2015
31140,for_sale,769000,2,2,0.17,1302037,Dallas,Texas,75209,1367,7/17/2017
84534,for_sale,579900,3,2,0.2,1356776,Dallas,Texas,75214,1677,4/2/2019
19012,for_sale,349900,2,2,0.66,1409708,Dallas,Texas,75206,1192,4/13/2018
13676,for_sale,915000,3,3,0.13,596841,Dallas,Texas,75225,3247,3/18/1987
31137,for_sale,489000,3,2,0.23,1535733,Dallas,Texas,75248,1828,4/28/2015
33714,for_sale,649000,3,4,0.04,1707148,Dallas,Texas,75231,2436,5/14/2019
28529,for_sale,99800,1,1,0.89,1317052,Dallas,Texas,75209,617,
27730,for_sale,599900,3,2,0.25,1640003,Dallas,Texas,75209,1218,
23665,for_sale,3500000,5,9,0.4,1727488,Dallas,Texas,75209,6621,8/29/2018
84534,for_sale,255000,2,2,14.92,1519087,Dallas,Texas,75209,1067,7/18/1994
86907,for_sale,250000,2,2,2.31,1642317,Dallas,Texas,75209,947,5/21/1996
13676,for_sale,24500000,8,10,3.25,1386470,Dallas,Texas,75209,15918,10/11/2005
13676,for_sale,665000,3,3,0.05,1075814,Dallas,Texas,75209,2348,11/21/2017
109950,for_sale,665000,3,4,0.05,1371992,Dallas,Texas,75209,1999,
31140,for_sale,299000,2,2,14.92,1515834,Dallas,Texas,75209,1257,1/3/1995
103237,for_sale,197500,2,1,14.92,1517146,Dallas,Texas,75209,1027,12/28/2011
82661,for_sale,260000,2,2,14.92,1504415,Dallas,Texas,75209,1029,4/14/2010
1764,for_sale,524500,3,3,0.05,1223241,Dallas,Texas,75209,2154,2/24/2009
31136,for_sale,689000,3,4,0.03,1350005,Dallas,Texas,75209,1977,8/30/2019
31140,for_sale,850000,3,4,0.06,1380153,Dallas,Texas,75209,2682,
23665,for_sale,3299500,4,5,0.44,1413908,Dallas,Texas,75209,4145,5/3/1990
29047,for_sale,5895000,5,8,0.47,1402552,Dallas,Texas,75209,6577,3/4/2014
1764,for_sale,795000,2,2,0.19,1096191,Dallas,Texas,75209,1312,2/13/2017
13676,for_sale,5995000,4,6,1.58,1318020,Dallas,Texas,75209,6886,
50908,for_sale,650200,3,1,0.19,1623175,Dallas,Texas,75209,1307,
26871,for_sale,775000,2,4,0.07,1092190,Dallas,Texas,75209,3257,2/22/2017
1764,for_sale,795000,2,2,0.17,1279794,Dallas,Texas,75209,1628,10/7/2019
1764,for_sale,799900,3,2,0.21,1720731,Dallas,Texas,75209,1977,4/4/2006
23657,for_sale,740000,3,3,0.07,1387350,Dallas,Texas,75209,2226,
86907,for_sale,1100000,3,3,0.27,1372179,Dallas,Texas,75209,3072,11/13/2013
1764,for_sale,2499999,5,6,0.25,1219234,Dallas,Texas,75209,5378,3/16/2018
89698,for_sale,795000,3,4,0.09,1080450,Dallas,Texas,75209,2682,2/24/2017
23700,for_sale,900000,3,2,0.26,1173087,Dallas,Texas,75209,2126,6/29/2004
52874,for_sale,1649000,5,5,0.28,1423586,Dallas,Texas,75209,3622,8/12/2013
23665,for_sale,1749000,5,5,0.11,1277123,Dallas,Texas,75209,4232,5/30/2012
13676,for_sale,1895000,4,4,0.21,1400969,Dallas,Texas,75209,3883,6/27/2011
13676,for_sale,2800000,4,3,0.44,1422103,Dallas,Texas,75209,4873,11/1/2012
1764,for_sale,1299000,3,3,0.06,1409359,Dallas,Texas,75209,2509,5/8/2008
1764,for_sale,785000,3,4,0.06,1098961,Dallas,Texas,75209,2750,
31137,for_sale,1850000,4,4,0.23,1116725,Dallas,Texas,75209,3981,12/14/2018
31140,for_sale,789000,3,3,0.06,1110917,Dallas,Texas,75209,2086,2/4/2010
1764,for_sale,2100000,5,5,0.18,1419518,Dallas,Texas,75209,4559,4/17/2014
26936,for_sale,1495000,4,3,0.23,1220420,Dallas,Texas,75209,2869,4/25/2014
13676,for_sale,695000,3,3,0.1,1096644,Dallas,Texas,75209,2217,
49871,for_sale,3749500,8,7,0.45,1542142,Dallas,Texas,75209,6329,2/28/1997
1764,for_sale,1995000,5,5,0.19,1558507,Dallas,Texas,75209,4376,4/15/1998
58737,for_sale,399000,2,3,0.23,395021,Dallas,Texas,75201,1730,7/18/2019
53157,for_sale,1449000,3,3,1.87,970394,Dallas,Texas,75201,1903,4/9/2019
26872,for_sale,3099000,2,3,,806477,Dallas,Texas,75201,2589,5/5/2017
26870,for_sale,6950000,3,6,1.54,735822,Dallas,Texas,75201,7517,
27056,for_sale,205000,1,1,0.94,1175558,Dallas,Texas,75204,642,6/5/2018
86907,for_sale,245000,1,1,1.49,797885,Dallas,Texas,75204,894,6/23/2015
109914,for_sale,329999,2,2,0.22,1175488,Dallas,Texas,75204,908,3/30/2012
55105,for_sale,226000,1,1,1.24,1123583,Dallas,Texas,75204,669,8/24/2009
73087,for_sale,410000,2,3,0.71,441152,Dallas,Texas,75204,2141,3/31/2008
48839,for_sale,350000,2,2,1.42,990457,Dallas,Texas,75204,1048,3/9/2020
13676,for_sale,300000,2,2,1.08,1178895,Dallas,Texas,75204,1025,11/2/2015
31130,for_sale,499000,3,3,0.08,1778048,Dallas,Texas,75204,2047,
95723,for_sale,499000,1,2,0.35,1231901,Dallas,Texas,75205,895,8/10/2015
22036,for_sale,435000,2,1,0.18,1202657,Dallas,Texas,75206,1548,
19927,for_sale,425000,3,2,0.19,1441737,Dallas,Texas,75206,1375,6/1/1990
32507,for_sale,495000,2,1,0.19,1358392,Dallas,Texas,75206,1065,4/1/1981
33306,for_sale,299988,2,2,4.67,1440655,Dallas,Texas,75206,1046,4/23/2015
26871,for_sale,850000,4,3,0.18,1402524,Dallas,Texas,75206,2179,8/13/2014
71982,for_sale,4320000,,,0.57,404247,Dallas,Texas,75206,17250,
33306,for_sale,749995,4,3,0.16,1440513,Dallas,Texas,75206,1740,11/2/2021
10601,for_sale,610000,3,3,0.21,1462807,Dallas,Texas,75206,1830,1/19/2000
103237,for_sale,1960000,5,5,0.18,1345163,Dallas,Texas,75206,4008,10/29/2013
26872,for_sale,625000,2,3,,1414890,Dallas,Texas,75206,2118,9/10/2013
23657,for_sale,564900,3,4,0.03,1305435,Dallas,Texas,75206,2256,
23657,for_sale,574900,3,4,0.03,1301469,Dallas,Texas,75206,2231,
23657,for_sale,1350000,4,4,0.18,1378117,Dallas,Texas,75206,3917,2/6/1997
64015,for_sale,900000,3,3,0.15,1474851,Dallas,Texas,75206,2560,7/27/1981
23657,for_sale,869900,3,3,0.14,1441583,Dallas,Texas,75206,2245,
26871,for_sale,975000,4,4,0.16,1433357,Dallas,Texas,75206,2842,4/23/1998
74748,for_sale,865000,3,4,0.16,26153,Dallas,Texas,75208,2531,
48832,for_sale,479900,5,5,0.15,530371,Dallas,Texas,75208,3200,
73087,for_sale,524900,3,2,0.17,85931,Dallas,Texas,75208,1427,10/22/2020
31134,for_sale,850000,2,2,0.29,1788267,Dallas,Texas,75208,2223,10/22/2013
53157,for_sale,650000,2,3,0.02,572725,Dallas,Texas,75208,2100,7/1/2021
4265,for_sale,450000,3,2,0.18,1780954,Dallas,Texas,75208,1466,4/21/2021
26872,for_sale,660000,4,3,0.09,475461,Dallas,Texas,75208,2003,8/2/2016
26936,for_sale,1475000,4,5,0.72,1770467,Dallas,Texas,75208,4237,11/29/2004
13676,for_sale,275000,,,0.17,38977,Dallas,Texas,75208,,
27030,for_sale,723990,3,4,,1093229,Dallas,Texas,75209,2606,
2152,for_sale,725000,3,3,0.19,1266189,Dallas,Texas,75209,2639,
52823,for_sale,275000,3,2,0.14,1552986,Dallas,Texas,75209,1453,7/8/2005
103237,for_sale,695000,3,1,0.3,1210578,Dallas,Texas,75209,859,6/7/2019
99860,for_sale,269000,,,0.16,1525924,Dallas,Texas,75209,,2/10/2022
68874,for_sale,215000,2,1,0.16,1123118,Dallas,Texas,75211,852,5/25/2017
65812,for_sale,375000,4,2,0.21,1014294,Dallas,Texas,75211,1920,4/5/2021
78849,for_sale,259000,3,2,0.15,1201007,Dallas,Texas,75211,1226,
33714,for_sale,215000,3,1,0.18,1605583,Dallas,Texas,75211,1198,
82016,for_sale,269900,3,1,0.17,1061134,Dallas,Texas,75211,1480,
23657,for_sale,395000,3,2,0.14,862153,Dallas,Texas,75211,1580,5/15/2018
102816,for_sale,320000,3,2,0.17,492060,Dallas,Texas,75211,1674,12/22/2021
86907,for_sale,559000,3,2,0.18,738795,Dallas,Texas,75211,1696,3/22/2018
23665,for_sale,200000,,,1.47,780358,Dallas,Texas,75211,,
7419,for_sale,389900,3,2,0.16,799439,Dallas,Texas,75211,1281,
22695,for_sale,450000,4,3,0.21,625842,Dallas,Texas,75211,1922,
22611,for_sale,65000,2,2,0.81,1000426,Dallas,Texas,75220,1008,
22611,for_sale,65000,2,2,0.81,1000424,Dallas,Texas,75220,1008,9/1/2000
22611,for_sale,65000,2,2,0.81,1000425,Dallas,Texas,75220,1008,11/30/1992
20999,for_sale,229000,3,2,0.11,748582,Dallas,Texas,75215,1500,
15901,for_sale,49900,,,0.23,1092114,Dallas,Texas,75210,,
76124,for_sale,60000,,,0.17,224965,Dallas,Texas,75215,,3/24/2004
53157,for_sale,254999,2,2,4.26,1490208,Dallas,Texas,75225,1132,12/1/2015
64015,for_sale,519000,2,3,,515539,Dallas,Texas,75204,2189,11/29/2021
1764,for_sale,1150000,3,4,0.03,740286,Dallas,Texas,75204,2942,3/8/2017
22036,for_sale,275000,,,0.14,1249405,Dallas,Texas,75204,,
22036,for_sale,310000,,,0.19,1247687,Dallas,Texas,75204,,
41897,for_sale,469000,2,3,0.04,528942,Dallas,Texas,75204,1800,
41897,for_sale,459000,2,3,0.04,1196263,Dallas,Texas,75204,1750,
41897,for_sale,459000,2,3,0.04,528945,Dallas,Texas,75204,1750,
41897,for_sale,469000,2,3,0.04,528946,Dallas,Texas,75204,1800,
41897,for_sale,540000,2,3,0.04,528944,Dallas,Texas,75204,1750,
23657,for_sale,819900,3,3,0.13,1265589,Dallas,Texas,75204,2237,
65300,for_sale,325000,3,2,0.24,1546418,Dallas,Texas,75248,1771,4/3/2002
71247,for_sale,650000,4,2,0.37,1153134,Dallas,Texas,75244,2301,9/6/2018
71247,for_sale,320000,3,2,0.19,207014,Dallas,Texas,75234,1504,2/10/2010
66919,for_sale,170000,2,2,4.78,90029,Dallas,Texas,75230,1197,11/29/2004
94038,for_sale,390000,2,2,,253743,Dallas,Texas,75230,1435,5/5/2022
71247,for_sale,520000,3,2,0.2,1360224,Dallas,Texas,75235,1790,4/20/2017
1764,for_sale,7900000,4,8,1.65,778877,Dallas,Texas,75219,12197,
84347,for_sale,198000,,,0.19,573684,Dallas,Texas,75208,,
23665,for_sale,560000,3,4,0.19,759450,Dallas,Texas,75211,2856,
13676,for_sale,295000,,,0.17,1290201,Dallas,Texas,75246,,10/16/2020
26872,for_sale,489000,3,3,,229315,Dallas,Texas,75203,1727,
23665,for_sale,5899900,5,6,0.7,177815,Dallas,Texas,75230,7000,
27030,for_sale,694931,3,4,0.07,1586639,Dallas,Texas,75231,2245,
26227,for_sale,1140000,4,5,0.15,1201485,Dallas,Texas,75229,3464,8/17/2021
1764,for_sale,1749500,4,5,0.23,1320842,Dallas,Texas,75209,4527,12/11/2018
26871,for_sale,525000,,,0.2,1102802,Dallas,Texas,75209,,
39867,for_sale,2250000,,,0.36,1632034,Dallas,Texas,75225,,11/26/2014
71147,for_sale,430000,,,0.17,1558402,Dallas,Texas,75235,,
97958,for_sale,120000,,,0.07,1093870,Dallas,Texas,75209,,
16829,for_sale,89900,,,0.14,618264,Dallas,Texas,75208,,
53016,for_sale,189000,,,0.19,452583,Dallas,Texas,75208,,
50163,for_sale,569000,2,3,0.13,1211520,Dallas,Texas,75208,2075,3/24/2022
15807,for_sale,105000,2,2,9.12,941350,Dallas,Texas,75220,969,8/11/1994
64015,for_sale,522000,2,3,,515540,Dallas,Texas,75204,2189,
31137,for_sale,395000,2,3,0.2,1431104,Dallas,Texas,75240,2018,3/11/1998
99234,for_sale,2999999,5,7,0.37,1551137,Dallas,Texas,75230,6788,10/2/2015
31130,for_sale,925000,,,1.5,1589982,Dallas,Texas,75254,,
34740,for_sale,399900,3,2,0.21,528732,Dallas,Texas,75215,1428,
29034,for_sale,449000,4,2,0.29,748212,Dallas,Texas,75228,2171,8/10/1999
66933,for_sale,39999,,,0.17,770106,Dallas,Texas,75212,,1/20/2022
53157,for_sale,104999,,,0.38,1703268,Dallas,Texas,75217,,
85190,for_sale,199000,,,0.18,773073,Dallas,Texas,75233,,
52577,for_sale,110000,1,1,2.24,1662672,Dallas,Texas,75230,734,4/20/2021
23665,for_sale,491999,3,4,0.17,1292365,Dallas,Texas,75208,1855,
1764,for_sale,2895000,5,7,0.38,1541626,Dallas,Texas,75230,6487,6/13/2005
22611,for_sale,65000,2,2,0.81,1000423,Dallas,Texas,75220,1008,9/5/1990
13205,for_sale,675000,3,3,0.04,1181767,Dallas,Texas,75219,2100,
23657,for_sale,1500000,5,6,0.28,1557954,Dallas,Texas,75214,4466,
13676,for_sale,1325000,4,4,0.17,1719920,Dallas,Texas,75209,4655,2/27/2020
26871,for_sale,1950000,5,6,0.23,1542654,Dallas,Texas,75214,4828,6/11/2021
45016,for_sale,577605,3,3,0.01,1700102,Dallas,Texas,75231,1859,
23657,for_sale,1395000,4,5,0.18,1747707,Dallas,Texas,75218,3654,8/9/2010
74336,for_sale,1019304,,,0.69,1679811,Dallas,Texas,75228,,2/22/2016
31130,for_sale,18900000,7,15,1.3,1823443,Dallas,Texas,75220,18769,2/11/2019
58926,for_sale,354900,3,3,0.19,1080680,Dallas,Texas,75220,1742,2/22/2022
76779,for_sale,125000,2,2,5,967737,Dallas,Texas,75220,970,10/25/2006
1764,for_sale,199000,2,2,1.6,1648559,Dallas,Texas,75230,1398,1/25/1993
33968,for_sale,139900,3,2,9.12,967739,Dallas,Texas,75220,1193,3/25/2019
33714,for_sale,187900,2,2,9.34,136185,Dallas,Texas,75230,969,6/14/2021
7316,for_sale,700000,4,3,0.35,1488980,Dallas,Texas,75230,2336,12/31/2015
23665,for_sale,1175000,2,3,0.06,1107783,Dallas,Texas,75209,3314,
26201,for_sale,1458000,6,8,0.5,1215572,Dallas,Texas,75204,4876,
97818,for_sale,459900,2,3,0.01,1270885,Dallas,Texas,75219,1413,
34740,for_sale,115000,1,1,7.97,261218,Dallas,Texas,75244,658,10/30/2019
90039,for_sale,259000,2,2,3.59,1788506,Dallas,Texas,75231,1379,
22611,for_sale,1250000,2,4,0.09,1748585,Dallas,Texas,75209,4295,6/6/2007
47635,for_sale,1399900,5,6,0.38,1376417,Dallas,Texas,75229,4165,9/20/2017
97818,for_sale,565000,3,4,0.01,670696,Dallas,Texas,75219,1952,
97818,for_sale,429900,2,3,0.01,1266149,Dallas,Texas,75219,1525,
97818,for_sale,449687,2,3,0.01,1263703,Dallas,Texas,75219,1525,
31629,for_sale,1690000,5,4,0.17,1611804,Dallas,Texas,75209,4017,5/3/2021
71982,for_sale,3975000,28,,0.46,1301495,Dallas,Texas,75206,12624,
20905,for_sale,365000,5,6,8.07,1464309,Dallas,Texas,75231,3324,3/2/1984
51523,for_sale,264900,3,2,0.11,805962,Dallas,Texas,75287,1222,3/13/2007
20905,for_sale,1035000,14,15,8.07,1464304,Dallas,Texas,75231,9790,9/23/1999
77382,for_sale,1750000,5,7,0.47,1647120,Dallas,Texas,75230,5986,4/1/2013
23665,for_sale,2995000,5,7,0.44,1454988,Dallas,Texas,75230,8641,5/5/2014
1764,for_sale,850000,3,4,0.38,1430664,Dallas,Texas,75230,2386,8/5/2004
103792,for_sale,162000,,,2,641441,Dallas,Texas,75253,,
51266,ready_to_build,571900,2,,,1948083,Dallas,Texas,75231,1607,
109950,for_sale,265000,4,3,0.13,960862,Dallas,Texas,75215,1510,
51266,ready_to_build,609900,3,,,1948083,Dallas,Texas,75231,2000,
51266,ready_to_build,644900,3,,,1948083,Dallas,Texas,75231,2164,
51266,ready_to_build,576900,3,,,1948083,Dallas,Texas,75231,1704,
31130,for_sale,585000,4,2,0.37,81834,Dallas,Texas,75229,3048,
51266,ready_to_build,677900,3,,,1948083,Dallas,Texas,75231,2391,
82967,for_sale,200000,,,1.24,284728,Dallas,Texas,75253,,
66919,for_sale,1159995,3,3,0.19,1061109,Dallas,Texas,75209,3804,7/12/1993
51266,ready_to_build,636900,3,,,1948083,Dallas,Texas,75231,1885,
32284,for_sale,309000,2,2,1.24,1123588,Dallas,Texas,75204,1245,8/31/2018
70691,for_sale,314900,1,1,0.32,1123344,Dallas,Texas,75204,962,6/13/2012
66933,for_sale,365000,2,2,1.42,990463,Dallas,Texas,75204,1235,2/27/2015
36716,for_sale,480000,2,3,0.18,1276769,Dallas,Texas,75204,1550,
19316,for_sale,575000,2,3,1.83,527020,Dallas,Texas,75204,1920,2/24/2017
21245,for_sale,350000,1,1,1.66,737811,Dallas,Texas,75204,1205,6/29/2017
26289,for_sale,295000,2,2,1.08,1176506,Dallas,Texas,75204,1040,8/4/2014
86907,for_sale,465000,2,3,0.28,564152,Dallas,Texas,75204,1450,
58458,for_sale,699000,3,2,1.51,937311,Dallas,Texas,75204,1971,6/17/1997
86618,for_sale,349900,1,2,0.74,1181270,Dallas,Texas,75204,1278,10/31/2011
81994,for_sale,150000,,,0.07,495910,Dallas,Texas,75204,,
48839,for_sale,350000,2,2,1.42,990459,Dallas,Texas,75204,1048,3/9/2020
51456,for_sale,200000,3,2,9.34,156419,Dallas,Texas,75230,1315,12/3/2018
97932,for_sale,240000,1,2,0.71,898080,Dallas,Texas,75219,1216,6/8/2004
14571,for_sale,295000,3,3,1.16,1247632,Dallas,Texas,75246,1692,11/4/2016
53157,for_sale,775000,2,2,0.34,1827651,Dallas,Texas,75218,1321,
38956,for_sale,629950,4,2,0.17,1112593,Dallas,Texas,75220,1705,6/10/2020
102816,for_sale,227000,4,2,0.07,64806,Dallas,Texas,75217,1692,6/4/2019
10601,for_sale,475000,4,3,0.18,1175327,Dallas,Texas,75212,2757,
23657,for_sale,475000,2,1,0.16,1614060,Dallas,Texas,75214,1049,6/14/2019
53635,for_sale,600000,3,2,0.19,1317557,Dallas,Texas,75209,1286,
53635,for_sale,169900,,,0.07,1453397,Dallas,Texas,75214,,
31140,for_sale,949000,6,5,0.53,1554809,Dallas,Texas,75254,4773,6/28/2012
53635,for_sale,499000,3,2,0.21,1264708,Dallas,Texas,75246,1564,
53635,for_sale,490000,3,2,0.14,1262541,Dallas,Texas,75246,1326,
22695,for_sale,1550000,9,9,0.17,1398195,Dallas,Texas,75214,4860,
23657,for_sale,599900,4,3,0.24,1590395,Dallas,Texas,75231,2579,
52644,for_sale,419000,3,2,0.27,754384,Dallas,Texas,75228,1936,5/15/2018
31142,for_sale,795000,3,3,0.17,1558381,Dallas,Texas,75214,2014,12/18/2020
13676,for_sale,799000,3,2,0.17,1527330,Dallas,Texas,75214,1898,10/23/2017
23657,for_sale,1699950,4,4,0.15,1514129,Dallas,Texas,75214,3922,1/20/2016
23665,for_sale,2449000,6,7,0.41,1234431,Dallas,Texas,75220,7025,1/4/2007
1764,for_sale,815000,2,2,1.96,1035553,Dallas,Texas,75219,2080,8/6/2012
23700,for_sale,399990,,,0.36,153857,Dallas,Texas,75229,,2/4/2005
23665,for_sale,599000,,,0.26,1442820,Dallas,Texas,75206,,8/4/2015
31137,for_sale,8199000,6,11,1.25,1341032,Dallas,Texas,75229,12731,9/22/2008
91260,for_sale,775000,6,4,0.23,90431,Dallas,Texas,75230,4074,
22036,for_sale,295000,3,2,0.17,337740,Dallas,Texas,75224,1236,7/19/2013
53157,for_sale,599900,3,2,0.2,1741703,Dallas,Texas,75228,1634,11/6/2018
71147,for_sale,430000,4,2,0.17,1559467,Dallas,Texas,75235,1518,
1764,for_sale,5950000,5,8,0.63,1828325,Dallas,Texas,75220,12928,9/21/2016
71247,for_sale,342000,2,2,0.17,50472,Dallas,Texas,75229,1948,
22611,for_sale,89900,1,1,4.3,1473478,Dallas,Texas,75231,500,6/3/2019
27730,for_sale,365000,2,1,0.18,1835847,Dallas,Texas,75220,1148,4/7/2014
1764,for_sale,7999000,5,9,2.29,1444565,Dallas,Texas,75248,12180,3/12/2002
53157,for_sale,348600,4,2,0.17,71673,Dallas,Texas,75229,1607,
14200,for_sale,340000,3,3,0.08,901773,Dallas,Texas,75229,1705,6/11/2018
1764,for_sale,6040000,5,9,1.02,1388236,Dallas,Texas,75220,9099,7/2/2015
1764,for_sale,7295000,5,7,1.13,1376435,Dallas,Texas,75229,9701,6/9/2005
23665,for_sale,899000,4,3,0.21,1557609,Dallas,Texas,75225,3028,9/1/2015
71247,for_sale,636000,3,3,0.2,411937,Dallas,Texas,75248,2448,6/26/2017
93996,for_sale,894000,4,5,0.07,1094141,Dallas,Texas,75209,2712,2/22/2021
29034,for_sale,480000,2,3,0.17,828539,Dallas,Texas,75235,1612,
31134,for_sale,774500,4,3,0.28,1816451,Dallas,Texas,75231,2677,9/5/2013
13676,for_sale,2095000,5,6,0.51,1439243,Dallas,Texas,75230,4685,6/15/2004
40056,for_sale,2547975,,,0.88,1723704,Dallas,Texas,75243,,
40056,for_sale,2999000,,,1.03,1724173,Dallas,Texas,75243,,6/8/1998
48804,for_sale,179900,3,2,0.29,1465280,Dallas,Texas,75211,1297,
71247,for_sale,275000,2,1,0.24,1331258,Dallas,Texas,75211,1440,9/9/1997
33968,for_sale,215000,2,2,1.99,809256,Dallas,Texas,75211,1056,4/15/1999
15807,for_sale,234900,2,1,0.22,1067607,Dallas,Texas,75211,1096,
